trade_date,symbol,expiry_date,close,high,low,open,pct_return,candle_body,daily_range,daily_range_pct,price_in_range,momentum_5,momentum_10,SMA_10,SMA_20,SMA_50,EMA_12,EMA_26,price_vs_sma20,price_vs_sma50,ATR,BB_width,BB_pct,volume_lots,volume_spike_ratio,is_volume_spike,volume_momentum,volume_change_MA,open_interest,OI_change,OI_change_pct,OI_momentum,price_oi_bullish,RSI,MACD,MACD_signal,rsi_oversold,vol_spike,oi_increasing,price_near_bb_lower,strong_entry_signal,target,return_next_n_pct
2020-08-12,SILVER,2020-08-05,62514.0,62847.0,62261.0,62490.0,0.7948920526918313,24.0,586.0,0.9373900246344818,0.431740614334471,872.0,1271.0,61849.4,61733.05,62136.44,61957.27018057644,61923.47068943624,1.2650436030618883,0.607630562677871,967.2857142857143,2388.6875409783097,0.826936858254869,23767,1.0612470892395074,0,23767,62.629241335941195,72636,37718.0,108.01878687210036,10946.4,1,50.58083914172475,33.79949114019837,-115.72283687610054,0,0,1,0,0,1,1.4412771539175224
2020-08-13,SILVER,2020-08-05,61825.0,62290.0,61309.0,61799.0,-1.102153117701632,26.0,981.0,1.5867367569753335,0.5259938837920489,677.0,387.0,61888.1,61740.45,62167.06,61936.92092202621,61916.176564292815,0.13694425615621997,-0.5502270816731525,953.6428571428571,2389.430929829323,0.5353849943702044,15846,0.7285785224284111,0,0,57.178817500854755,68806,-3830.0,-5.272867448648055,-1045.4,0,51.914714546219656,20.74435773339792,-88.42939795420085,0,0,0,0,0,1,3.094217549534978
2020-08-14,SILVER,2020-08-05,62411.0,63036.0,61533.0,62318.0,0.947836635665178,93.0,1503.0,2.4082293185496146,0.58416500332668,-97.0,707.0,61958.8,61729.0,62209.44,62009.85616479142,61952.83015212297,1.104829172674108,0.3240022736099178,958.5,2324.7345519103983,0.7933668273823145,24924,1.152706830726824,0,24924,60.64162756875729,19394,-49412.0,-71.81350463622358,-9140.4,0,63.12766897364158,57.02601266844431,-59.338315829671814,0,0,0,0,0,1,3.137267468875679
2020-08-17,SILVER,2020-08-05,63276.0,63564.0,62720.0,63254.0,1.3859736264440592,22.0,844.0,1.333839054301789,0.6587677725118484,405.0,2043.0,62163.1,61818.1,62267.94,62204.64752405428,62050.84273344719,2.3583707684319015,1.6189069366996847,910.5714285714286,2690.634329436216,1.0418424882378883,18882,0.8897014302980043,0,18882,66.242927705408,23280,3886.0,20.037124883984745,2037.4,1,65.55234557710827,153.80479060708603,-16.709694542320246,0,0,1,0,0,1,4.028383589354574
2020-08-18,SILVER,2020-08-05,62691.0,62800.0,62496.0,62496.0,-0.9245211454579905,195.0,304.0,0.4849180903159943,0.6414473684210527,670.0,1276.0,62290.7,61870.5,62279.26,62279.47098189208,62098.26179022888,1.3261570538463403,0.6611189664103233,914.5,2794.475904163628,0.7936149847552797,19738,0.9420602855581461,0,0,26.517330274520873,46303,23023.0,98.89604810996563,2277.0,0,59.49383687385261,181.20919166320527,22.87408269878486,0,0,1,0,0,1,4.726356255283853
2020-08-19,SILVER,2020-08-05,63415.0,63971.0,62893.0,63353.0,1.1548707150946802,62.0,1078.0,1.699913269731136,0.4842300556586271,901.0,1773.0,62468.0,61948.95,62307.52,62454.16775390868,62195.79795391563,2.3665453571045236,1.777441952432071,985.4285714285714,3116.6909510270925,0.970386709184904,26019,1.239714311579529,0,26019,31.913016496266174,37453,-8850.0,-19.11323240394791,-7036.6,0,62.12139791538933,258.36979999305186,69.97322615763827,0,0,0,0,0,1,2.652369313253962
2020-08-20,SILVER,2020-08-05,63738.0,64302.0,63173.0,63702.0,0.5093432153276067,36.0,1129.0,1.7713138159339799,0.5004428697962799,1913.0,2590.0,62727.0,62014.4,62337.54,62651.6804071535,62310.035142514476,2.7793544725096084,2.246575658904729,1005.6428571428571,3484.663638529237,0.9946244971659515,6095,0.2992013116749873,0,6095,27.51934880815558,70695,33242.0,88.75657490721704,377.8,1,62.38431563565514,341.6452646390244,124.30763385391549,0,0,1,0,0,1,1.1045216354451035
2020-08-21,SILVER,2020-08-05,64369.0,64605.0,64123.0,64336.0,0.9899902726787868,33.0,482.0,0.7488076558591868,0.5103734439834025,1958.0,1861.0,62913.1,62155.25,62380.36,62915.883421437575,62462.55105788377,3.561646039554181,3.1879264563397824,1019.7142857142857,4037.010227749095,1.048363733334982,47807,2.143278242410521,1,47807,102.9428105016364,78449,7754.0,10.968243864488292,11811.0,1,68.72909698996655,453.3323635538036,190.11257979389313,0,1,1,0,0,0,-0.8078422843294133
2020-08-24,SILVER,2020-08-05,65825.0,66006.0,65638.0,65793.0,2.2619583961223544,32.0,368.0,0.5590581086213445,0.5081521739130435,2549.0,2954.0,63208.5,62415.1,62468.8,63363.439818139486,62711.62134989238,5.463261294141965,5.3726020029198525,1060.7857142857142,4953.455427647175,1.1883881463771762,82830,3.2114235643971263,1,82830,75.85151732444315,35765,-42684.0,-54.40987138140703,2497.0,0,72.85921625544267,651.8184682471037,282.45375748453523,0,1,0,0,0,0,-3.0626661602734524
2020-08-25,SILVER,2020-08-05,65654.0,65818.0,65448.0,65646.0,-0.2597797189517692,8.0,370.0,0.5635604837481342,0.5567567567567567,2963.0,3633.0,63571.8,62647.05,62537.02,63715.83369227187,62929.57532397442,4.799826967111775,4.9842157493273636,1035.7857142857142,5551.028957248665,1.0416923642730147,15197,0.582157933850739,0,0,73.28544959879679,12340,-23425.0,-65.49699426813925,-6792.6,0,70.91762252346194,786.2583682974509,383.2146796471184,0,0,0,0,0,0,-2.3974167605934142
2020-08-26,SILVER,2020-08-05,65097.0,65405.0,64884.0,65159.0,-0.8483869985073222,62.0,521.0,0.8003441018787348,0.4088291746641075,1682.0,2583.0,63830.1,62839.75,62582.82,63928.32081653774,63090.12529997632,3.592073488516425,4.017364509940588,1042.142857142857,5795.08072692532,0.889511398782123,86642,2.97602813834227,1,0,110.55962404773888,48057,35717.0,289.4408427876823,2120.8,0,70.45478089713043,838.1955165614199,474.2108470299787,0,1,1,0,0,0,-1.218182097485291
2020-08-27,SILVER,2020-08-05,64442.0,64827.0,64109.0,64555.0,-1.00619076147902,113.0,718.0,1.114180193041805,0.4637883008356546,704.0,2617.0,64091.8,62989.95,62603.54,64007.348383224235,63190.26416664474,2.3052090055635905,2.9366709933655493,1002.4285714285714,5806.048892953841,0.7500926235330528,93437,2.9034383108307567,1,0,114.67665805359931,10597,-37460.0,-77.94910210791353,-12019.6,0,60.806884219937416,817.0842165794966,542.7855209398823,0,1,0,0,0,1,0.7789950653300642
2020-08-28,SILVER,2020-08-05,63849.0,64196.0,63698.0,63766.0,-0.9202073182086212,83.0,498.0,0.7799652304656298,0.3032128514056225,-520.0,1438.0,64235.6,63097.2,62625.44,63982.98709349743,63239.05941355994,1.1914950267206832,1.953774696034068,1017.7142857142857,5722.356172803557,0.6313794488314196,74385,2.192068651517518,1,0,106.90874653725253,67988,57391.0,541.5778050391621,-2092.2,0,55.32795816081936,743.9276799374929,583.0139527394044,0,1,1,0,0,1,1.7572710614105154
2020-08-31,SILVER,2020-08-05,63809.0,64028.0,63311.0,63655.0,-0.06264780967595307,154.0,717.0,1.123665940541303,0.694560669456067,-2016.0,533.0,64288.9,63226.0,62625.52,63956.219848343986,63281.27723477772,0.9220890140132224,1.8897727316276227,998.2857142857143,5474.1300871031635,0.6065009400075313,90382,2.374449616964933,1,0,111.48348400331551,25025,-42963.0,-63.192033888333235,-2148.0,0,60.68355640535373,674.9426135662652,601.3996849047766,0,1,0,0,0,1,3.58726825369462
2020-09-01,SILVER,2020-10-05,64080.0,64302.0,63946.0,63946.0,0.4247049789214641,134.0,356.0,0.5555555555555556,0.37640449438202245,-1574.0,1389.0,64427.8,63359.25,62651.36,63975.262948598756,63340.44188405344,1.137560813930089,2.280301656659966,974.5,5245.888836432969,0.6373933040659098,23344,0.6261357494705982,0,23344,103.61295735861461,17145,-7880.0,-31.488511488511485,961.0,0,59.61207954824453,634.8210645453146,608.0839608328841,0,0,0,0,0,1,2.857365792759051
2020-09-02,SILVER,2020-10-05,64304.0,64687.0,64016.0,64241.0,0.3495630461922694,63.0,671.0,1.043480965414282,0.42921013412816694,-793.0,889.0,64516.7,63492.35,62672.74,64025.83787958357,63411.81655930875,1.2783429814772984,2.602822215846957,936.3571428571429,5048.690965305679,0.6607644447991796,39241,1.0401262751095697,0,39241,107.24065762240612,65797,48652.0,283.76786235053953,3548.0,1,66.13722171592241,614.02132027482,609.2714327212714,0,0,1,0,0,1,5.828564319482458
2020-09-03,SILVER,2020-10-05,64944.0,65441.0,64465.0,64898.0,0.9952724558347947,46.0,976.0,1.5028332101502835,0.49077868852459017,502.0,1206.0,64637.3,63682.15,62673.88,64167.093590416865,63525.31162898958,1.9814814669416758,3.6221149863388113,910.2142857142857,4693.498351863804,0.7688506323857371,9979,0.26822492833402994,0,9979,107.44114218517718,51723,-14074.0,-21.39003298022706,8225.2,0,66.37362637362637,641.7819614272885,615.7735384624748,0,0,0,0,0,1,5.580192165558019
2020-09-04,SILVER,2020-10-05,64971.0,65135.0,64557.0,64871.0,0.041574279379164025,100.0,578.0,0.8896276800418648,0.7162629757785467,1122.0,602.0,64697.5,63805.3,62690.12,64290.7714995835,63632.399656471825,1.826964217706048,3.638340459389769,869.1428571428571,4691.6309093399905,0.748463705377878,6212,0.16696029855038577,0,6212,35.229791539962505,14830,-36893.0,-71.32803588345611,-10631.6,0,62.2879512831666,658.3718431116722,624.2931993923144,0,0,0,0,0,1,4.512782626094719
2020-09-07,SILVER,2020-10-05,66098.0,66795.0,65468.0,65926.0,1.7346200612581075,172.0,1327.0,2.0076250416048897,0.4747550866616428,2289.0,273.0,64724.8,63966.65,62737.0,64568.80665349373,63815.036718955394,3.33197064407781,5.357285174617849,943.7142857142857,5026.365731137972,0.9240340066773182,14001,0.38318538416380554,0,14001,40.44251182514115,33930,19100.0,128.79298718813214,1781.0,1,72.89958327732222,753.7699345383371,650.1885464215189,0,0,1,0,0,1,1.4841598838088899
2020-09-08,SILVER,2020-10-05,65911.0,66264.0,65766.0,65851.0,-0.2829132500226983,60.0,498.0,0.7555643215851678,0.29116465863453816,1831.0,257.0,64750.5,64161.15,62778.32,64775.297937571624,63970.29325829203,2.727273435716159,4.990066634468715,887.8571428571429,4962.152041625741,0.8526393357803479,18248,0.4952128698899285,0,0,51.64114486633154,33752,-178.0,-0.5246094901267262,3321.4,0,68.08171544479862,805.0046792795911,681.1517729931334,0,0,0,0,0,1,2.371379587625738
2020-09-09,SILVER,2020-10-05,68052.0,68406.0,67636.0,68077.0,3.24831970384305,25.0,770.0,1.1314876858872627,0.5402597402597402,3748.0,2955.0,65046.0,64438.05,62869.6,65279.40594717599,64272.641905825956,5.608409937917111,8.243093641441972,985.4285714285714,5813.370791364861,1.1216617053514164,38187,1.0164280885179053,0,38187,15.555253492376437,72040,38288.0,113.43920360274949,1248.6,1,74.7362385321101,1006.764041350034,746.2742266645135,0,0,1,0,0,0,-1.081525891964968
2020-09-10,SILVER,2020-10-05,68568.0,69304.0,67853.0,68649.0,0.7582436959971739,81.0,1451.0,2.1161474740403685,0.49276361130255,3624.0,4126.0,65458.6,64775.2,62993.62,65785.3434937643,64590.816579468476,5.85532734750337,8.849118371035031,1027.142857142857,6363.511059982928,1.0960231646097234,20608,0.5450712681741118,0,20608,10.167592755391672,77696,5656.0,7.851193781232646,5194.6,1,74.39860546194073,1194.5269142958277,835.9247641907764,0,0,1,0,0,0,-0.9800490024501224
2020-09-11,SILVER,2020-10-05,67903.0,68023.0,67746.0,67828.0,-0.9698401586745953,75.0,277.0,0.4079348482394003,0.5667870036101083,2932.0,4054.0,65864.0,65049.8,63103.0,66111.13680241595,64836.16349950785,4.386177974413444,7.606611413086541,968.9285714285714,6538.793527861097,0.9363496091202175,36368,0.947574394021902,0,0,19.854129227935665,74648,-3048.0,-3.9229818780889603,11963.6,0,63.2966470437676,1274.9733029080962,923.7344719342404,0,0,0,0,0,1,0.5684579473660957
2020-09-14,SILVER,2020-10-05,67079.0,67203.0,66998.0,67023.0,-1.213495721838509,56.0,205.0,0.30560980336618015,0.3951219512195122,981.0,3270.0,66191.0,65239.95,63210.94,66260.03883281349,65002.29953658135,2.8189016086002563,6.11928884462088,1006.6428571428571,6554.752904732799,0.7805674030324062,10283,0.2709607208403656,0,0,10.531046938793086,65030,-9618.0,-12.88447111777945,6220.0,0,58.415023030589346,1257.7392962321392,990.5354367938203,0,0,0,0,0,1,1.7442120484801502
2020-09-15,SILVER,2020-10-05,67474.0,67574.0,67349.0,67349.0,0.5888579138031202,125.0,225.0,0.33346177786999437,0.5555555555555556,1563.0,3394.0,66530.4,65479.1,63319.62,66446.80208930372,65185.38845979754,3.0466209828785087,6.560967990648075,987.0,6382.2557833580795,0.8125697351713421,30854,0.8012787634118883,0,30854,37.95309417072493,66815,1785.0,2.7448869752422,6612.6,1,64.31065623118603,1261.4136295061762,1044.7110753362915,0,0,1,0,0,0,0.18081038622284137
2020-09-16,SILVER,2020-10-05,67316.0,67660.0,66495.0,67312.0,-0.2341642706820357,4.0,1165.0,1.7306435319983362,0.7047210300429184,-736.0,3012.0,66831.6,65674.15,63438.04,66580.52484479545,65343.21153684958,2.49999428999082,6.112988358404515,999.6428571428571,6272.645009126776,0.7617476355845252,15715,0.41365332350637984,0,0,26.23655010235775,45690,-21125.0,-31.617151837162318,-5270.0,0,68.40420081967213,1237.3133079458712,1083.2315218582075,0,0,0,0,0,0,-1.3161804028759878
2020-09-17,SILVER,2020-10-05,67896.0,68099.0,67725.0,67781.0,0.861607938677289,115.0,374.0,0.5508424649463886,0.4572192513368984,-672.0,2952.0,67126.8,65882.05,63545.34,66782.90563790385,65532.306978564426,3.05690244914965,6.846544530251948,1002.4285714285714,6294.32204952641,0.8199629736377293,21165,0.5462746084902921,0,21165,37.16157079183041,67923,22233.0,48.66053841103086,-1954.6,1,75.95894804361771,1250.5986593394264,1116.7049493544514,0,0,1,0,0,0,-2.642276422764228
2020-09-18,SILVER,2020-10-05,68289.0,68838.0,67379.0,68367.0,0.5788264404383181,78.0,1459.0,2.13650807597124,0.6237148732008225,386.0,3318.0,67458.6,66078.05,63671.54,67014.61246284173,65736.50646163372,3.3459673825120397,7.251999873098717,1055.4285714285713,6474.742828462993,0.8414730219524162,39108,1.0208487234170291,0,39108,49.41417354677241,46572,-21351.0,-31.434123934455194,-5615.2,0,77.4914089347079,1278.1060012080125,1148.9851597251636,0,0,0,0,0,0,-2.2053332161841586
2020-09-21,SILVER,2020-10-05,68249.0,68616.0,68005.0,68005.0,-0.0585745874152499,244.0,611.0,0.8952512124719776,0.3993453355155483,1170.0,2151.0,67673.7,66199.25,63801.24,67204.51823778916,65922.6170941053,3.096334172970238,6.971275166438774,1063.857142857143,6752.024304645398,0.8035756252520848,31797,0.8892362892975348,0,0,35.00610016851848,64030,17458.0,37.48604311603538,-200.0,0,76.32941770872806,1281.9011436838628,1175.5683565169033,0,0,1,0,0,0,-1.8784158009641168
2020-09-22,SILVER,2020-10-05,67596.0,68087.0,67402.0,67547.0,-0.956790575686095,49.0,685.0,1.0133735724007338,0.2832116788321168,122.0,1685.0,67842.2,66296.35,63905.78,67264.74620120622,66046.57138343084,1.9603643337830725,5.774469852335738,1076.4285714285713,6842.773863526694,0.689930286448216,15584,0.43558710903653186,0,0,26.873836706065408,77904,13874.0,21.667968139934413,2217.8,0,69.72202252576085,1218.1748177753761,1184.089648768598,0,0,1,0,0,0,-2.3329782827386234
2020-09-23,SILVER,2020-10-05,66430.0,67158.0,65919.0,66470.0,-1.7249541392981849,40.0,1239.0,1.8651211801896734,0.4124293785310734,-886.0,-1622.0,67680.0,66363.0,64004.44,67136.32370871295,66074.9735031767,0.10095987221795277,3.789674591325223,1115.0,6749.256364495261,0.5099270195680307,19780,0.6098557373612177,0,0,18.639664943437435,39203,-38701.0,-49.67780858492503,-1297.4,0,58.374661857529304,1061.3502055362478,1159.541760122128,0,0,0,0,0,0,-0.3913894324853229
2020-09-24,SILVER,2020-10-05,66102.0,66643.0,65588.0,66127.0,-0.4937528225199439,25.0,1055.0,1.5960182747874498,0.4872037914691943,-1794.0,-2466.0,67433.4,66446.0,64092.94,66977.19698429557,66076.97546590435,-0.5177136321223249,3.1346042169387105,1149.0714285714287,6510.470789023799,0.44716203925222175,26573,0.9134534404466031,0,0,26.67734105346837,15608,-23595.0,-60.18672040405071,-10463.0,0,56.16483157091464,900.2215183912194,1107.6777117759464,0,0,0,0,0,1,0.5794075822214153
2020-09-25,SILVER,2020-10-05,66783.0,67248.0,65936.0,67143.0,1.030226014341462,360.0,1312.0,1.9645718221703128,0.645579268292683,-1506.0,-1120.0,67321.4,66592.7,64175.8,66947.32052517317,66129.27357954107,0.2857670585514672,4.062590571523841,1112.5,6036.54765050664,0.5315246414039381,38359,1.4056373536977727,0,38359,23.46515461895877,55667,40059.0,256.6568426447975,1819.0,1,53.92460181047325,818.0469456321007,1049.7515585471772,0,0,1,0,0,0,-1.440486351316952
2020-09-28,SILVER,2020-10-05,66967.0,67680.0,66138.0,67014.0,0.2755192189629163,47.0,1542.0,2.3026266668657698,0.5376134889753567,-1282.0,-112.0,67310.2,66750.6,64285.26,66950.34813668499,66191.32738846395,0.32419184247032107,4.171625035039133,1187.0714285714287,5441.737864824856,0.5397667078744814,5526,0.23977506443466717,0,5526,22.078269558552705,65547,9880.0,17.74839671618733,303.4,1,56.05226960110041,759.020748221039,991.6053964819496,0,0,1,0,0,0,-1.509698806875028
2020-09-29,SILVER,2020-10-05,66019.0,66524.0,65630.0,65886.0,-1.4156226200964683,133.0,894.0,1.3541556218664323,0.43512304250559286,-1577.0,-1455.0,67164.7,66847.55,64372.78,66807.06380796422,66178.56239672587,-1.2394620296480616,2.557323141862137,1104.357142857143,4888.65539149948,0.33051576892887347,12855,0.5707714405596268,0,0,15.336165036188174,32485,-33062.0,-50.44014218804826,-9083.8,0,36.50245651307928,628.5014112383506,918.9845994332298,0,0,0,0,0,0,-0.0015147154607007074
2020-09-30,SILVER,2020-10-05,66170.0,66484.0,65574.0,66157.0,0.2287220345658092,13.0,910.0,1.37524557956778,0.654945054945055,-260.0,-1146.0,67050.1,66940.85,64459.26,66709.05399135433,66177.92814511654,-1.1515390079450825,2.6539864094002907,1065.7142857142858,4323.28671754487,0.32169815458416867,39060,1.7349898503537942,1,39060,40.62788637307658,19862,-12623.0,-38.85793443127598,-3868.2,0,33.26821099637175,531.1258462377882,841.4128487941416,0,1,0,0,0,0,-1.5248602085537253
2020-10-01,SILVER,2020-10-05,66485.0,67025.0,66234.0,66249.0,0.4760465467734676,236.0,791.0,1.1897420470782885,0.3173198482932996,383.0,-1411.0,66909.0,67017.9,64540.38,66674.58414653059,66200.67420844124,-0.7951606958737802,3.013028432742421,1068.0714285714287,3925.3014419940882,0.3642397258210885,34482,1.4525923351552874,0,34482,35.98781918160483,67560,47698.0,240.14701439935556,10390.4,1,39.59800469483568,473.9099380893458,767.9122666531825,0,0,1,0,0,0,-1.555238023614349
2020-10-02,SILVER,2020-10-05,65821.0,65946.0,65562.0,65810.0,-0.9987215161314622,11.0,384.0,0.5834004345117819,0.6744791666666666,-962.0,-2468.0,66662.2,67060.4,64625.76,66543.2635086028,66172.55019300115,-1.848184621624676,1.8494792169562075,1069.357142857143,3613.2661766264064,0.15698624473960476,21571,0.8802262284646334,0,0,23.7658714001002,38415,-29145.0,-43.13943161634103,-3450.4,0,40.54987980769231,370.7133156016498,688.4724764428761,0,0,0,1,0,0,0.11546466933045685
2020-10-05,SILVER,2020-10-05,65956.0,66121.0,65846.0,65846.0,0.2051017152580492,110.0,275.0,0.4169446297531688,0.4,-1011.0,-2293.0,66432.9,67053.3,64732.32,66452.91527651006,66156.50943796404,-1.636459353976617,1.8903694475958843,1055.4285714285713,3647.1892219964575,0.19913817649435017,36740,1.4327412973835116,0,36740,32.66743634424969,74523,36108.0,93.99453338539634,1795.2,1,38.13320825515947,296.405838546023,610.0591488635055,0,0,1,1,0,1,1.206865182849172
2020-10-06,SILVER,2020-10-05,66018.0,66349.0,65515.0,66139.0,0.09400206198071359,121.0,834.0,1.2632918295010451,0.6031175059952039,-1.0,-1578.0,66275.1,67058.65,64832.38,66386.00523397005,66146.24947959633,-1.5518505069815665,1.8287466849126977,1031.7857142857142,3620.1234698331173,0.2125374289932815,24142,0.9307633439163231,0,24142,34.33738478503291,29323,-45200.0,-60.65241603263423,-632.4,0,39.6984126984127,239.75575437372026,535.9984699655485,0,0,0,0,0,1,2.387227725771759
2020-10-07,SILVER,2020-10-05,65161.0,65354.0,64762.0,65090.0,-1.2981308128086289,71.0,592.0,0.9085188993416307,0.6739864864864865,-1009.0,-1269.0,66148.2,66914.1,64910.74,66197.54289028235,66073.26803666327,-2.6199261441161217,0.38554482663423967,1065.5714285714287,3867.159849974909,0.04666989004569325,30104,1.1789909022194198,0,0,34.11443478369755,63214,33891.0,115.57821505303005,8670.4,0,29.207845522274596,124.27485361907748,453.65374669625425,1,0,1,1,0,1,2.1086232562422307
2020-10-08,SILVER,2020-10-05,65451.0,65851.0,65143.0,65436.0,0.4450514878531653,15.0,708.0,1.0817252601182563,0.4350282485875706,-1034.0,-651.0,66083.1,66758.25,64991.0,66082.69013793122,66027.17410802154,-1.9581849434339578,0.7077903094274591,1011.9285714285714,3747.6691141920237,0.15118318609036752,13625,0.5410062915557355,0,13625,25.206134350578203,27997,-35217.0,-55.710760274622714,-7912.6,0,28.08155699721965,55.516029909675126,374.02620333893844,1,0,0,1,0,1,0.5775312829444929
2020-10-09,SILVER,2020-10-05,65897.0,66214.0,65274.0,65813.0,0.6814257994530282,84.0,940.0,1.4264685797532513,0.6627659574468086,76.0,-886.0,65994.5,66657.95,65074.86,66054.12242440334,66017.53158150143,-1.1415742608345998,1.2633757490988062,1035.4285714285713,3660.148164961225,0.29209858024748614,20926,0.8571855753928835,0,20926,26.129337367229233,67003,39006.0,139.32207022180947,5717.6,1,32.90697674418605,36.59084290190367,306.5391312515315,0,0,1,0,0,1,0.5235443191647571
2020-10-12,SILVER,2020-10-05,66752.0,67060.0,66157.0,66984.0,1.297479399669177,232.0,903.0,1.3527684563758389,0.6589147286821705,796.0,-215.0,65973.0,66641.6,65185.24,66161.48820526437,66071.93664953837,0.16566228902066302,2.4035502515600187,1058.0,3640.101652715304,0.5303288233496573,36218,1.408756398487701,0,36218,41.996392274041455,13679,-53324.0,-79.58449621658733,-12168.8,0,44.041231290595874,89.55155572599324,263.14161614642387,0,0,0,0,0,0,-0.14231783317353788
2020-10-13,SILVER,2020-10-05,67594.0,67844.0,67042.0,67551.0,1.2613854266538826,43.0,802.0,1.1864958428262862,0.6882793017456359,1576.0,1575.0,66130.5,66647.6,65308.82,66381.87463522369,66184.6820829059,1.420006121750812,3.4990373428887556,1016.2142857142857,3664.70905573052,0.7582469673875215,31380,1.2193273882380369,0,31380,27.397834523649617,50308,36629.0,267.77542217998393,4197.0,1,58.6120153891684,197.19255231779243,249.95180338069758,0,0,1,0,0,0,-0.7663402077107435
2020-10-14,SILVER,2020-10-05,66535.0,67311.0,65794.0,66779.0,-1.5667071041808422,244.0,1517.0,2.280003005936725,0.4884640738299275,1374.0,365.0,66167.0,66608.55,65406.68,66405.43238365081,66210.63155824621,-0.11042125973317676,1.7250837376243524,1069.4285714285713,3610.937414373424,0.47963132794624697,25566,0.9747579404492519,0,0,5.159997879747527,49842,-466.0,-0.9262940287827037,-2674.4,0,52.89090666310589,194.8008254045999,238.92160778547805,0,0,0,0,0,1,5.470804839558127
2020-10-15,SILVER,2020-10-05,65829.0,65964.0,65615.0,65936.0,-1.0610956639362734,107.0,349.0,0.5301614789834268,0.6131805157593123,378.0,-656.0,66101.4,66505.2,65500.3,66316.75047847377,66182.36255393169,-1.0167625990148095,0.5018297626117698,1041.4285714285713,3460.4779955795893,0.3045934692074974,38205,1.4108171882991354,0,0,11.275716084116738,75408,25566.0,51.294089322258344,9482.2,0,43.65184988022358,134.38792454208306,218.01487113679906,0,0,1,0,0,1,7.340229989822116
2020-10-16,SILVER,2020-10-05,66242.0,66575.0,65925.0,66306.0,0.6273830682525849,64.0,650.0,0.9812505661060958,0.4876923076923077,345.0,421.0,66143.5,66402.85,65574.98,66305.25040486243,66186.78014252934,-0.24223357882983304,1.017186737990624,984.5714285714286,3029.4032137658724,0.4469037336234764,34717,1.2924926937324324,0,34717,14.107018951499885,79532,4124.0,5.46891576490558,2505.8,1,45.31835205992509,118.47026233308134,198.10594937605555,0,0,1,0,0,1,8.12022583859183
2020-10-19,SILVER,2020-10-05,66657.0,66765.0,66527.0,66707.0,0.6264907460523439,50.0,238.0,0.35705177250701353,0.5462184873949579,-95.0,701.0,66213.6,66323.25,65650.7,66359.36572719128,66221.61124308273,0.5032171975890808,1.5328092465122276,926.4285714285714,2500.9680231118036,0.6334483275738694,30135,1.1253893208451904,0,30135,5.755077985310335,63938,-15594.0,-19.607202132474978,10051.8,0,54.424410540915396,137.75448410854733,186.03565632255393,0,0,0,0,0,1,8.67425776737627
2020-10-20,SILVER,2020-10-05,67076.0,67129.0,66986.0,67129.0,0.6285911457161397,53.0,143.0,0.21319100721569562,0.6293706293706294,-518.0,1058.0,66319.4,66297.25,65751.8,66469.61715377723,66284.89929915068,1.1746339403218082,2.0139372610331536,895.1428571428571,2314.41137224916,0.8364786439167924,33164,1.1991437786552117,0,33164,10.18918176742889,15695,-48243.0,-75.45278238293346,-6922.6,0,56.05776945707409,184.71785462654952,185.77209598335304,0,0,0,0,0,1,8.846681376349217
2020-10-21,SILVER,2020-10-05,70175.0,70504.0,69904.0,69904.0,4.620132387142939,271.0,600.0,0.8550053437833987,0.45166666666666666,3640.0,5014.0,66820.8,66484.5,65905.02,67039.67605319612,66573.05490662101,5.550917883115614,6.478990523028437,1078.9285714285713,4172.987318203901,1.3843784364982041,34882,1.2277422874540238,0,34882,8.237658235824716,68499,52804.0,336.43835616438355,3731.4,1,67.97895147144806,466.6211465751112,241.9419061017047,0,0,1,0,0,1,3.683648022800143
2020-10-22,SILVER,2020-10-05,70661.0,71124.0,70282.0,70622.0,0.6925543284645563,39.0,842.0,1.1916049871923693,0.4501187648456057,4832.0,5210.0,67341.8,66712.45,66081.74,67596.80281424287,66875.8656542787,5.918760291369907,6.929690410694383,1080.7857142857142,5577.136556371603,1.2079887609151287,21435,0.7613320736220724,0,21435,9.856684774910219,33382,-35117.0,-51.26644184586636,-8405.2,0,73.99841332804442,720.93715996416,337.7409568741957,0,0,0,0,0,1,3.911634423515093
2020-10-23,SILVER,2020-10-05,71621.0,72546.0,70979.0,71742.0,1.3585995103380988,121.0,1567.0,2.187905781823767,0.4097000638162093,5379.0,5724.0,67914.2,66954.35,66265.94,68215.91007359012,67227.3570872951,6.969898147021059,8.081165075150217,1194.0,7099.598835219316,1.157311787371693,62922,2.141460550833397,1,62922,23.8529462267499,24235,-9147.0,-27.40099454795998,-11059.4,0,75.96479970666422,988.5529862950207,467.90336275836074,0,1,0,0,0,1,1.625221652867176
2020-10-26,SILVER,2020-10-05,72439.0,72714.0,71879.0,72432.0,1.142123120313876,7.0,835.0,1.1526939908060574,0.6706586826347305,5782.0,5687.0,68482.9,67227.95,66449.2,68865.61621611472,67613.40471045842,7.751314743347079,9.014104007271726,1212.5,8629.896478002913,1.1038369073467629,66510,2.0507555049881367,1,66510,17.115520486962073,72223,47988.0,198.01114091190425,1657.0,1,77.52250321474497,1252.2115056563052,624.7649913379496,0,1,1,0,0,0,0.22501691078010466
